Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Day,DayOfWeek,WeekendFlag,Festival_Flag,Festival_Name,Festival_Score,Days_To_Festival,Festival_Week,Festival_Month,Festival_Impact_Score,Pre_Festival_Flag,Post_Festival_Flag,Trend_Score,Mention_Count,Engagement_Rate,Sentiment_Score,Influencer_Promotion_Flag,Viral_Campaign_Flag
4,2011-12-30,2007105.86,1,36.89,3.119,130.0710323,5.143,2011,12,52,4,30,4,0,1,New_Year,7,2,52,1,35,1,1,66.68,8889,15.19,0.599,1,0
4,2012-01-06,2047766.07,0,38.64,3.158,130.1575161,4.607,2012,1,1,1,6,4,0,1,New_Year,7,5,52,1,32,0,1,61.49,10340,11.55,0.741,1,0
4,2012-01-13,1941676.61,0,34.41,3.263,130.244,4.607,2012,1,2,1,13,4,0,0,,0,12,0,0,18,0,0,34.0,5716,7.7,0.159,1,0
4,2012-01-20,2005097.76,0,42.09,3.273,130.2792258,4.607,2012,1,3,1,20,4,0,0,,0,19,0,0,11,0,0,23.57,3109,6.47,0.486,0,0
4,2012-01-27,1928720.51,0,40.31,3.29,130.3144516,4.607,2012,1,4,1,27,4,0,0,,0,18,0,0,12,0,0,30.45,7772,6.16,0.075,1,0
4,2012-02-03,2173373.91,0,41.81,3.354,130.3496774,4.607,2012,2,5,1,3,4,0,0,,0,11,0,0,19,0,0,27.54,6773,4.87,0.226,1,0
4,2012-02-10,2374660.64,1,33.0,3.411,130.3849032,4.607,2012,2,6,1,10,4,0,1,Valentines_Day,6,4,7,2,32,1,0,61.38,8545,12.76,1.0,0,0
4,2012-02-17,2427640.17,0,34.19,3.493,130.4546207,4.607,2012,2,7,1,17,4,0,1,Valentines_Day,6,3,7,2,33,0,1,65.33,8943,13.25,0.14,0,0
4,2012-02-24,2226662.17,0,41.31,3.541,130.5502069,4.607,2012,2,8,1,24,4,0,0,,0,10,0,0,20,0,0,29.81,6002,5.75,0.074,0,0
4,2012-03-02,2206319.9,0,50.38,3.619,130.6457931,4.607,2012,3,9,1,2,4,0,1,Holi,8,6,10,3,32,1,0,70.53,11402,15.64,0.056,1,0
4,2012-03-09,2202450.81,0,53.63,3.667,130.7413793,4.607,2012,3,10,1,9,4,0,1,Holi,8,1,10,3,37,0,1,77.21,9279,14.38,0.669,0,0
4,2012-03-16,2214967.44,0,59.81,3.707,130.8261935,4.607,2012,3,11,1,16,4,0,0,,0,8,0,0,22,0,0,31.05,7143,6.79,0.205,0,0
4,2012-03-23,2091592.54,0,59.07,3.759,130.8966452,4.607,2012,3,12,1,23,4,0,0,,0,15,0,0,15,0,0,36.55,6477,8.13,0.238,1,0
4,2012-03-30,2089381.77,0,72.63,3.82,130.9670968,4.607,2012,3,13,1,30,4,0,0,,0,9,0,0,21,0,0,27.04,3390,6.45,-0.073,0,0
4,2012-04-06,2470206.13,0,67.69,3.864,131.0375484,4.308,2012,4,14,2,6,4,0,1,Easter,6,2,14,4,34,1,0,68.12,8260,15.07,0.271,1,0
4,2012-04-13,2105301.39,0,68.69,3.881,131.108,4.308,2012,4,15,2,13,4,0,1,Easter,6,5,14,4,31,0,1,68.61,9651,13.8,0.516,1,0
4,2012-04-20,2144336.89,0,68.6,3.864,131.1173333,4.308,2012,4,16,2,20,4,0,0,,0,12,0,0,18,0,0,21.14,6973,2.41,-0.221,1,0
4,2012-04-27,2064065.66,0,76.47,3.81,131.1266667,4.308,2012,4,17,2,27,4,0,0,,0,19,0,0,11,0,0,28.37,3546,6.0,0.464,0,0
4,2012-05-04,2196968.33,0,80.14,3.747,131.136,4.308,2012,5,18,2,4,4,0,0,,0,26,0,0,4,0,0,36.43,6236,8.65,-0.217,1,0
4,2012-05-11,2127661.17,0,67.64,3.685,131.1453333,4.308,2012,5,19,2,11,4,0,0,,0,33,0,0,0,0,0,31.92,7230,6.92,0.155,1,0
4,2012-05-18,2207214.81,0,68.43,3.62,131.0983226,4.308,2012,5,20,2,18,4,0,0,,0,40,0,0,0,0,0,35.55,5618,7.62,0.069,1,0
4,2012-05-25,2154137.67,0,77.47,3.551,131.0287742,4.308,2012,5,21,2,25,4,0,0,,0,40,0,0,0,0,0,30.27,3552,7.28,0.05,1,0
4,2012-06-01,2179360.94,0,77.41,3.483,130.9592258,4.308,2012,6,22,2,1,4,0,0,,0,33,0,0,0,0,0,33.88,4062,8.1,-0.282,0,0
4,2012-06-08,2245257.18,0,78.11,3.433,130.8896774,4.308,2012,6,23,2,8,4,0,0,,0,26,0,0,4,0,0,33.41,5175,5.56,0.187,0,0
4,2012-06-15,2234190.93,0,80.94,3.372,130.8295333,4.308,2012,6,24,2,15,4,0,0,,0,19,0,0,11,0,0,39.69,4790,8.52,-0.162,0,0
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308,2012,6,25,2,22,4,0,0,,0,12,0,0,18,0,0,34.88,8138,7.43,0.242,0,0
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308,2012,6,26,2,29,4,0,1,Independence_Day,7,5,27,7,32,1,0,68.36,11383,14.06,0.322,1,0
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077,2012,7,27,3,6,4,0,1,Independence_Day,7,2,27,7,35,0,1,65.77,10304,11.53,0.535,1,0
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077,2012,7,28,3,13,4,0,0,,0,9,0,0,21,0,0,30.26,5398,8.07,-0.343,0,0
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077,2012,7,29,3,20,4,0,0,,0,13,0,0,17,0,0,31.33,5700,6.96,0.474,0,0
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077,2012,7,30,3,27,4,0,1,Raksha_Bandhan,7,6,31,8,31,1,0,67.78,7610,14.3,0.879,1,0
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077,2012,8,31,3,3,4,0,1,Janmashtami,7,1,32,8,36,1,1,65.19,10010,15.15,0.384,0,0
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077,2012,8,32,3,10,4,0,1,Janmashtami,7,0,32,8,37,0,0,68.82,8292,14.51,1.0,0,0
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077,2012,8,33,3,17,4,0,1,Janmashtami,7,7,32,8,30,0,1,78.41,12837,14.36,0.778,1,0
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077,2012,8,34,3,24,4,0,0,,0,10,0,0,20,0,0,37.09,5158,7.96,0.123,1,0
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077,2012,8,35,3,31,4,0,1,Labor_Day,7,3,36,9,34,1,0,64.65,9040,13.96,0.403,0,0
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077,2012,9,36,3,7,4,0,1,Labor_Day,7,4,36,9,33,0,1,72.49,10263,14.83,0.316,1,0
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077,2012,9,37,3,14,4,0,1,Ganesh_Chaturthi,8,5,38,9,33,1,0,69.47,10778,15.91,0.423,1,0
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077,2012,9,38,3,21,4,0,1,Ganesh_Chaturthi,8,2,38,9,36,0,1,61.62,9691,11.85,0.567,1,0
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077,2012,9,39,3,28,4,0,0,,0,9,0,0,21,0,0,26.96,3296,7.37,0.187,0,0
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879,2012,10,40,4,5,4,0,0,,0,16,0,0,14,0,0,24.75,5375,6.54,-0.221,0,0
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879,2012,10,41,4,12,4,0,0,,0,12,0,0,18,0,0,31.26,6997,7.03,0.606,0,0
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879,2012,10,42,4,19,4,0,1,Dussehra,9,5,43,10,34,1,0,76.14,10457,15.8,0.886,0,0
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879,2012,10,43,4,26,4,0,1,Halloween,6,2,44,10,34,1,1,70.22,7874,13.36,1.0,1,0
5,2010-02-05,317173.1,0,39.7,2.572,211.6539716,6.566,2010,2,5,1,5,4,0,0,,0,9,0,0,21,0,0,15.1,4965,3.56,0.31,0,0
5,2010-02-12,311825.7,1,39.81,2.548,211.8004698,6.566,2010,2,6,1,12,4,0,1,Valentines_Day,6,2,6,2,34,1,0,41.38,5656,9.44,0.814,0,0
5,2010-02-19,303447.57,0,41.14,2.514,211.8471283,6.566,2010,2,7,1,19,4,0,1,Valentines_Day,6,5,6,2,31,0,1,46.36,6315,9.66,0.125,1,0
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,2010,2,8,1,26,4,0,1,Holi,8,3,9,3,35,1,0,40.98,8134,8.85,0.781,0,0
5,2010-03-05,288855.71,0,48.89,2.625,211.9071653,6.566,2010,3,9,1,5,4,0,1,Holi,8,4,9,3,34,0,1,53.0,9450,12.06,0.063,1,0
5,2010-03-12,297293.59,0,58.5,2.667,211.9371839,6.566,2010,3,10,1,12,4,0,0,,0,11,0,0,19,0,0,17.03,4705,2.33,-0.091,0,0
5,2010-03-19,281706.41,0,55.46,2.72,211.770897,6.566,2010,3,11,1,19,4,0,0,,0,16,0,0,14,0,0,5.99,4918,2.51,0.952,0,0
5,2010-03-26,273282.97,0,52.47,2.732,211.5718925,6.566,2010,3,12,1,26,4,0,0,,0,9,0,0,21,0,0,18.57,3336,6.3,0.095,0,0
5,2010-04-02,331406.0,0,63.18,2.719,211.372888,6.465,2010,4,13,2,2,4,0,1,Easter,6,2,13,4,34,1,0,44.29,5905,9.04,0.494,0,0
5,2010-04-09,328020.49,0,65.19,2.77,211.1738835,6.465,2010,4,14,2,9,4,0,1,Easter,6,5,13,4,31,0,1,40.61,5932,7.47,0.711,0,0
5,2010-04-16,306858.69,0,65.3,2.808,211.0388528,6.465,2010,4,15,2,16,4,0,0,,0,12,0,0,18,0,0,16.46,4426,3.74,0.188,0,0
5,2010-04-23,288839.73,0,65.13,2.795,210.9891204,6.465,2010,4,16,2,23,4,0,0,,0,19,0,0,11,0,0,24.18,3025,4.08,-0.106,0,0
5,2010-04-30,298697.84,0,67.53,2.78,210.939388,6.465,2010,4,17,2,30,4,0,0,,0,26,0,0,4,0,0,14.2,2892,3.92,-0.099,0,0
5,2010-05-07,333522.6,0,71.53,2.835,210.8896556,6.465,2010,5,18,2,7,4,0,0,,0,33,0,0,0,0,0,14.89,3615,3.76,0.44,0,0
5,2010-05-14,296673.77,0,74.79,2.854,210.8872772,6.465,2010,5,19,2,14,4,0,0,,0,40,0,0,0,0,0,11.08,2311,3.42,0.289,0,0
5,2010-05-21,301615.49,0,75.2,2.826,211.169023,6.465,2010,5,20,2,21,4,0,0,,0,44,0,0,0,0,0,9.24,2298,2.62,0.451,0,0
5,2010-05-28,310013.11,0,79.81,2.759,211.4507688,6.465,2010,5,21,2,28,4,0,0,,0,37,0,0,0,0,0,17.45,6054,4.51,0.376,0,0
5,2010-06-04,337825.89,0,79.54,2.705,211.7325146,6.465,2010,6,22,2,4,4,0,0,,0,30,0,0,0,0,0,9.6,3871,3.27,0.218,1,0
5,2010-06-11,296641.91,0,80.7,2.668,212.0142605,6.465,2010,6,23,2,11,4,0,0,,0,23,0,0,7,0,0,13.64,3971,2.39,0.204,0,0
5,2010-06-18,313795.6,0,83.91,2.637,212.0119769,6.465,2010,6,24,2,18,4,0,0,,0,16,0,0,14,0,0,11.17,5170,3.47,0.229,0,0
5,2010-06-25,295257.3,0,83.72,2.653,211.8960815,6.465,2010,6,25,2,25,4,0,0,,0,9,0,0,21,0,0,15.6,3333,5.41,0.091,1,0
5,2010-07-02,305993.27,0,81.25,2.669,211.7801861,6.496,2010,7,26,3,2,4,0,1,Independence_Day,7,2,26,7,35,1,0,48.82,5941,9.31,0.444,0,0
5,2010-07-09,291808.87,0,81.14,2.642,211.6642907,6.496,2010,7,27,3,9,4,0,1,Independence_Day,7,5,26,7,32,0,1,52.07,5823,11.2,0.701,0,0
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,2010,7,28,3,16,4,0,0,,0,12,0,0,18,0,0,10.66,4612,4.32,0.632,0,0
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,2010,7,29,3,23,4,0,0,,0,19,0,0,11,0,0,11.76,1719,2.08,-0.303,0,0
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,2010,7,30,3,30,4,0,0,,0,25,0,0,5,0,0,8.27,1835,3.37,0.916,0,0
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,2010,8,31,3,6,4,0,0,,0,18,0,0,12,0,0,11.22,5061,2.91,0.408,0,0
5,2010-08-13,286477.35,0,87.41,2.692,212.1978889,6.496,2010,8,32,3,13,4,0,0,,0,11,0,0,19,0,0,15.01,5929,4.86,0.331,1,0
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,2010,8,33,3,20,4,0,1,Raksha_Bandhan,7,4,34,8,33,1,0,50.67,6483,9.8,0.248,0,0
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,2010,8,34,3,27,4,0,1,Raksha_Bandhan,7,3,34,8,34,0,1,42.57,7702,9.08,0.336,1,0
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,2010,9,35,3,3,4,0,1,Labor_Day,7,3,36,9,34,1,0,51.6,6458,9.29,0.733,1,0
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010,9,36,3,10,4,0,1,Janmashtami,7,1,37,9,36,1,1,53.76,7636,11.65,0.625,0,0
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,2010,9,37,3,17,4,0,1,Janmashtami,7,0,37,9,37,0,1,48.96,7729,10.75,0.162,0,0
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,2010,9,38,3,24,4,0,1,Janmashtami,7,7,37,9,30,0,1,56.14,9389,12.21,0.291,1,0
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,2010,10,39,4,1,4,0,0,,0,14,0,0,16,0,0,9.41,2259,3.28,-0.022,0,0
5,2010-10-08,290494.85,0,64.99,2.633,212.3019522,6.768,2010,10,40,4,8,4,0,0,,0,9,0,0,21,0,0,7.22,3390,2.28,-0.048,0,0
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,2010,10,41,4,15,4,0,1,Dussehra,9,2,41,10,37,1,0,48.01,9036,8.64,0.731,1,0
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,2010,10,42,4,22,4,0,1,Dussehra,9,5,41,10,34,0,1,63.87,9952,14.13,0.343,0,0
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,2010,10,43,4,29,4,0,1,Diwali,10,2,44,11,38,1,0,64.56,10215,13.23,0.934,0,0
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010,11,44,4,5,4,0,1,Diwali,10,0,44,11,40,0,1,61.64,7570,13.11,0.254,0,0
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,45,4,12,4,0,1,Diwali,10,7,44,11,33,0,1,63.01,10909,12.79,0.993,1,0
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46,4,19,4,0,1,Black_Friday,10,6,47,11,34,1,0,56.17,6719,13.63,1.0,0,0
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,47,4,26,4,0,1,Black_Friday,10,0,47,11,40,0,1,75.47,12342,14.77,0.934,1,0
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48,4,3,4,0,1,Black_Friday,10,7,47,11,33,0,1,62.74,9407,12.31,0.537,1,0
5,2010-12-10,352811.53,0,48.27,2.843,212.0193491,6.768,2010,12,49,4,10,4,0,0,,0,14,0,0,16,0,0,14.43,3734,2.18,0.05,0,0
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,50,4,17,4,0,0,,0,8,0,0,22,0,0,17.56,5783,4.45,-0.137,0,0
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,51,4,24,4,0,1,Christmas,8,1,51,12,37,1,0,56.08,7919,13.51,0.924,1,0
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,52,4,31,4,0,1,New_Year,7,1,52,1,36,1,1,48.21,9232,10.28,0.599,1,0
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,1,1,7,4,0,1,New_Year,7,6,52,1,31,0,1,43.18,5658,9.43,0.007,0,0
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011,1,2,1,14,4,0,0,,0,13,0,0,17,0,0,15.19,5161,4.86,-0.236,1,0
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011,1,3,1,21,4,0,0,,0,20,0,0,10,0,0,22.16,4806,5.37,-0.327,0,0
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.634,2011,1,4,1,28,4,0,0,,0,17,0,0,13,0,0,19.61,3497,5.93,0.429,1,0
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011,2,5,1,4,4,0,0,,0,10,0,0,20,0,0,21.35,3359,6.4,-0.101,0,0
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,2,6,1,11,4,0,1,Valentines_Day,6,3,7,2,33,1,0,39.97,5484,8.0,0.75,1,0
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011,2,7,1,18,4,0,1,Valentines_Day,6,4,7,2,32,0,1,38.14,5116,6.82,0.333,1,0
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,2011,2,8,1,25,4,0,0,,0,11,0,0,19,0,0,12.67,4349,4.1,0.438,0,0
5,2011-03-04,329033.66,0,60.35,3.288,214.3842702,6.634,2011,3,9,1,4,4,0,0,,0,16,0,0,14,0,0,13.91,5728,3.97,0.123,0,0
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011,3,10,1,11,4,0,0,,0,9,0,0,21,0,0,18.54,2880,3.48,0.485,1,0
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,2011,3,11,1,18,4,0,1,Holi,8,2,11,3,36,1,0,43.93,6558,8.67,0.362,1,0
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,2011,3,12,1,25,4,0,1,Holi,8,5,11,3,33,0,1,59.31,7569,11.59,0.38,1,0
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,2011,4,13,2,1,4,0,0,,0,12,0,0,18,0,0,12.72,2231,3.56,0.063,0,0
5,2011-04-08,307333.62,0,69.64,3.622,215.6407939,6.489,2011,4,14,2,8,4,0,0,,0,16,0,0,14,0,0,11.35,4187,4.15,0.45,0,0
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,2011,4,15,2,15,4,0,0,,0,9,0,0,21,0,0,8.53,5773,3.67,-0.125,0,0
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,2011,4,16,2,22,4,0,1,Easter,6,2,16,4,34,1,0,34.63,6771,8.37,0.327,0,0
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,2011,4,17,2,29,4,0,1,Easter,6,5,16,4,31,0,1,46.37,8035,9.52,0.425,1,0
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,2011,5,18,2,6,4,0,0,,0,12,0,0,18,0,0,13.93,5136,5.87,0.32,0,0
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,2011,5,19,2,13,4,0,0,,0,19,0,0,11,0,0,7.0,5268,2.36,0.081,1,0
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,2011,5,20,2,20,4,0,0,,0,26,0,0,4,0,0,7.07,3538,1.95,0.373,0,0
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,2011,5,21,2,27,4,0,0,,0,33,0,0,0,0,0,11.68,5353,1.85,-0.024,0,0
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,2011,6,22,2,3,4,0,0,,0,31,0,0,0,0,0,21.71,3302,4.78,0.497,0,0
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489,2011,6,23,2,10,4,0,0,,0,24,0,0,6,0,0,12.13,4169,3.74,0.427,0,0
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489,2011,6,24,2,17,4,0,0,,0,17,0,0,13,0,0,6.12,2093,1.0,0.028,0,0
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489,2011,6,25,2,24,4,0,0,,0,10,0,0,20,0,0,12.18,6035,2.36,0.416,0,0
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,2011,7,26,3,1,4,0,1,Independence_Day,7,3,27,7,34,1,0,46.12,6668,9.3,0.223,0,0
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,2011,7,27,3,8,4,0,1,Independence_Day,7,4,27,7,33,0,1,34.23,6128,6.73,0.599,0,0
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,2011,7,28,3,15,4,0,0,,0,11,0,0,19,0,0,12.89,6232,2.59,-0.037,0,0
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,2011,7,29,3,22,4,0,0,,0,18,0,0,12,0,0,12.14,5669,4.43,0.294,0,0
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,2011,7,30,3,29,4,0,0,,0,15,0,0,15,0,0,16.43,3064,2.47,0.149,0,0
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,2011,8,31,3,5,4,0,0,,0,8,0,0,22,0,0,22.45,3149,5.44,-0.028,1,0
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529,2011,8,32,3,12,4,0,1,Raksha_Bandhan,7,1,32,8,36,1,0,52.48,7368,11.49,0.079,1,0
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,2011,8,33,3,19,4,0,1,Janmashtami,7,3,34,8,34,1,1,45.89,8041,9.24,0.485,1,0
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,2011,8,34,3,26,4,0,1,Ganesh_Chaturthi,8,4,35,9,34,1,1,46.74,8292,9.65,0.958,0,0
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,2011,9,35,3,2,4,0,1,Labor_Day,7,1,36,9,36,1,1,59.74,8068,12.31,0.635,1,0
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,2011,9,36,3,9,4,0,1,Labor_Day,7,4,36,9,33,0,1,47.66,5831,10.69,0.081,0,0
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,2011,9,37,3,16,4,0,0,,0,11,0,0,19,0,0,13.17,4685,5.03,0.13,0,0
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,2011,9,38,3,23,4,0,0,,0,13,0,0,17,0,0,13.12,2669,2.21,0.557,1,0
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,2011,9,39,3,30,4,0,1,Dussehra,9,6,40,10,33,1,0,57.68,7552,11.04,0.557,0,0
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,2011,10,40,4,7,4,0,1,Dussehra,9,1,40,10,38,0,1,56.21,6705,10.81,0.358,1,0
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,2011,10,41,4,14,4,0,0,,0,8,0,0,22,0,0,10.41,5868,2.97,0.724,0,0
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,2011,10,42,4,21,4,0,1,Diwali,10,5,43,10,35,1,0,59.06,7651,11.82,0.376,0,0
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,2011,10,43,4,28,4,0,1,Halloween,6,2,44,10,34,1,1,42.23,4774,9.69,0.432,0,0
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,2011,11,44,4,4,4,0,1,Halloween,6,4,44,10,32,0,1,40.27,6690,7.99,0.315,1,0
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,2011,11,45,4,11,4,0,0,,0,11,0,0,19,0,0,10.02,2039,2.02,0.396,0,0
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3,2011,11,46,4,18,4,0,1,Black_Friday,10,6,47,11,34,1,0,62.24,7264,12.06,0.844,1,0
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,2011,11,47,4,25,4,0,1,Black_Friday,10,0,47,11,40,0,1,62.63,7577,13.02,0.431,1,0
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,2011,12,48,4,2,4,0,1,Black_Friday,10,7,47,11,33,0,1,69.72,8887,15.21,0.49,0,0
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,2011,12,49,4,9,4,0,0,,0,14,0,0,16,0,0,1.25,3463,1.19,0.242,0,0
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,2011,12,50,4,16,4,0,0,,0,9,0,0,21,0,0,19.46,4098,4.14,0.265,0,0
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,2011,12,51,4,23,4,0,1,Christmas,8,2,51,12,36,1,0,59.69,9134,11.31,0.531,0,0
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,2011,12,52,4,30,4,0,1,New_Year,7,2,52,1,35,1,1,37.66,8328,9.62,0.458,1,0
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,2012,1,1,1,6,4,0,1,New_Year,7,5,52,1,32,0,1,45.62,7418,7.91,0.181,1,0
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,2012,1,2,1,13,4,0,0,,0,12,0,0,18,0,0,11.45,5455,2.99,0.755,0,0
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,2012,1,3,1,20,4,0,0,,0,19,0,0,11,0,0,6.4,2003,2.96,0.392,0,0
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,2012,1,4,1,27,4,0,0,,0,18,0,0,12,0,0,9.53,1638,2.61,0.202,0,0
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,2012,2,5,1,3,4,0,0,,0,11,0,0,19,0,0,8.33,5689,2.02,0.493,0,0
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2012,2,6,1,10,4,0,1,Valentines_Day,6,4,7,2,32,1,0,51.31,7182,11.28,0.439,1,0
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,2012,2,7,1,17,4,0,1,Valentines_Day,6,3,7,2,33,0,1,47.44,7451,8.92,0.256,1,0
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,2012,2,8,1,24,4,0,0,,0,10,0,0,20,0,0,19.61,3222,2.99,0.304,0,0
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,2012,3,9,1,2,4,0,1,Holi,8,6,10,3,32,1,0,56.1,10429,12.01,0.642,0,0
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,2012,3,10,1,9,4,0,1,Holi,8,1,10,3,37,0,1,47.03,6482,8.94,1.0,0,0
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,2012,3,11,1,16,4,0,0,,0,8,0,0,22,0,0,11.22,5897,3.26,-0.021,0,0
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,2012,3,12,1,23,4,0,0,,0,15,0,0,15,0,0,15.92,5786,3.9,-0.089,0,0
